0 , 26.9085, 38 , 26 , 0
338 , 24.4187, 122 , 85 , 84
465 , 20.6512, 136 , 97 , 98
611 , 20.6034, 159 , 100 , 121
813 , 14.3961, 181 , 119 , 143
2366 , 14.252, 412 , 282 , 374
2384 , 14.0433, 414 , 284 , 376
6680 , 13.1021, 698 , 475 , 660
6710 , 12.5075, 702 , 459 , 664
6732 , 10.7984, 703 , 460 , 665
7651 , 10.4806, 761 , 452 , 723
9492 , 9.56917, 1013 , 656 , 975
9649 , 8.04604, 1036 , 639 , 998
21966 , 6.93506, 1282 , 744 , 1244
23825 , 6.50066, 1383 , 757 , 1345
39292 , 6.37839, 2159 , 1203 , 2121
39320 , 5.18089, 2160 , 1204 , 2122
42837 , 5.17828, 2486 , 1178 , 2448
44417 , 4.41424, 2578 , 1217 , 2540
