0 , 26.9085, 38 , 26 , 0
70 , 22.1378, 64 , 43 , 26
206 , 21.8158, 101 , 68 , 63
340 , 18.8821, 138 , 89 , 100
434 , 16.5621, 154 , 88 , 116
555 , 16.3263, 169 , 90 , 131
603 , 13.547, 180 , 98 , 142
624 , 12.4465, 184 , 97 , 146
1009 , 11.8424, 244 , 138 , 206
1519 , 9.89596, 342 , 213 , 304
3988 , 8.3731, 735 , 544 , 697
13478 , 7.97858, 829 , 576 , 791
24716 , 7.50502, 1627 , 1137 , 1589
24769 , 6.9968, 1637 , 1131 , 1599
24786 , 6.79085, 1641 , 1109 , 1603
30691 , 6.21727, 1893 , 1281 , 1855
