0 , 26.4497, 542 , 31 , 0
49 , 15.0965, 550 , 34 , 8
151 , 14.625, 592 , 36 , 50
183 , 14.5363, 599 , 40 , 57
249 , 14.261, 629 , 53 , 87
348 , 11.3042, 659 , 67 , 117
431 , 8.74848, 688 , 74 , 146
440 , 8.29394, 689 , 72 , 147
464 , 8.02402, 693 , 75 , 151
610 , 7.87922, 736 , 101 , 194
794 , 7.871, 805 , 139 , 263
863 , 7.3511, 825 , 153 , 283
1160 , 7.19444, 919 , 212 , 377
1815 , 6.98506, 1093 , 341 , 551
2215 , 6.84799, 1174 , 409 , 632
2940 , 6.80974, 1315 , 502 , 773
3338 , 6.7502, 1385 , 556 , 843
