0 , 30.8148, 44 , 22
1 , 30.0588, 149 , 35
2 , 29.9999, 172 , 40
2 , 26.6959, 178 , 42
3 , 25.7839, 284 , 52
4 , 23.1621, 314 , 54
5 , 22.1208, 403 , 63
7 , 19.5371, 468 , 70
10 , 19.3628, 783 , 89
15 , 18.5461, 1166 , 124
16 , 18.243, 1180 , 126
22 , 17.9499, 1764 , 166
43 , 17.03, 3196 , 275
44 , 16.2278, 3287 , 281
45 , 15.6305, 3437 , 289
163 , 15.5137, 11328 , 731
188 , 15.3512, 12921 , 802
191 , 15.0117, 13130 , 815
210 , 14.9593, 14243 , 871
236 , 14.9268, 15760 , 948
284 , 14.8239, 18471 , 1080
315 , 14.7526, 20450 , 1156
416 , 13.7712, 25374 , 1379
838 , 13.6887, 52828 , 2122
1977 , 13.4119, 106324 , 3561
2790 , 13.0151, 142271 , 4378
3288 , 12.9446, 165537 , 4771
8199 , 12.8128, 347209 , 7792
13037 , 12.1262, 493836 , 10044
39495 , 11.9011, 1372158 , 17546
