0 , 30.8148, 44 , 22
0 , 29.643, 64 , 25
1 , 29.0538, 132 , 31
6 , 26.9723, 437 , 71
7 , 23.6163, 497 , 79
14 , 20.14, 931 , 117
15 , 19.5957, 1034 , 119
16 , 19.256, 1208 , 128
20 , 17.5865, 1321 , 142
22 , 17.5827, 1539 , 157
26 , 17.2499, 2020 , 178
26 , 15.9484, 2039 , 179
46 , 15.715, 3842 , 270
48 , 14.3916, 4215 , 283
98 , 14.0657, 10146 , 500
133 , 13.866, 13886 , 626
195 , 12.9514, 20773 , 829
420 , 12.5116, 52584 , 1338
726 , 12.4223, 99381 , 1908
1715 , 12.3135, 216812 , 3129
1998 , 11.5507, 245260 , 3416
