0 , 30.8148, 44 , 22
0 , 30.4795, 59 , 27
0 , 24.1228, 65 , 29
1 , 21.1109, 73 , 31
1 , 21.024, 81 , 33
6 , 18.7716, 179 , 80
8 , 15.5533, 200 , 85
24 , 14.9891, 393 , 183
186 , 14.8388, 1420 , 769
191 , 14.7522, 1441 , 785
231 , 13.9808, 1594 , 864
352 , 13.6181, 2202 , 1165
1605 , 13.6039, 5324 , 2778
1617 , 13.3289, 5343 , 2786
3888 , 13.3136, 9152 , 4643
4150 , 13.266, 9521 , 4829
4311 , 12.9462, 9708 , 4915
4754 , 12.9366, 10252 , 5180
5920 , 12.8906, 11711 , 5830
7112 , 12.8385, 13068 , 6443
8008 , 12.6743, 13977 , 6884
11236 , 11.7252, 17349 , 8324
16245 , 11.6788, 22582 , 9964
