0 , 30.8148, 44 , 22
11 , 30.5904, 212 , 65
27 , 28.7292, 269 , 99
86 , 25.0446, 403 , 179
87 , 23.3013, 407 , 180
89 , 23.148, 412 , 181
89 , 22.8877, 413 , 182
106 , 22.4815, 460 , 198
159 , 20.4547, 617 , 242
161 , 19.7254, 619 , 243
165 , 19.721, 622 , 246
167 , 19.6103, 624 , 248
169 , 19.1883, 625 , 249
229 , 18.8818, 711 , 290
231 , 18.7133, 712 , 291
247 , 18.5692, 722 , 301
249 , 18.1776, 723 , 302
252 , 17.984, 724 , 303
793 , 17.8467, 1153 , 529
1957 , 16.6103, 1597 , 815
1997 , 16.4341, 1606 , 823
2003 , 15.4931, 1607 , 824
2137 , 15.4893, 1705 , 849
2153 , 15.4827, 1708 , 852
2171 , 14.1234, 1713 , 855
9273 , 13.8499, 3054 , 1705
9299 , 12.5126, 3056 , 1707
10598 , 12.2464, 3351 , 1817
