0 , 24.345, 183 , 178
1 , 22.7216, 193 , 150
8 , 19.1773, 226 , 147
23 , 17.2237, 227 , 78
34 , 14.4483, 231 , 64
100 , 14.3635, 238 , 62
1014 , 14.3635, 426 , 250
1036 , 14.1032, 442 , 266
2456 , 14.1032, 676 , 500
5384 , 14.1032, 931 , 750
6105 , 14.0358, 1009 , 828
6713 , 13.8631, 1114 , 933
7142 , 13.3455, 1156 , 975
7432 , 13.3455, 1184 , 1000
11875 , 13.3455, 1435 , 1250
20813 , 13.3455, 1700 , 1500
21935 , 13.1571, 1807 , 1607
23687 , 13.1571, 1953 , 1750
27495 , 13.1571, 2213 , 2000
29486 , 13.0248, 2332 , 2119
32482 , 13.0248, 2463 , 2250
39383 , 13.0248, 2713 , 2500
40175 , 12.9887, 2752 , 2539
