0 , 24.345, 183 , 178
8 , 22.248, 226 , 162
9 , 19.1633, 230 , 118
38 , 18.735, 252 , 82
252 , 18.6059, 399 , 208
262 , 18.5342, 441 , 250
262 , 18.5342, 441 , 250
279 , 17.4299, 462 , 271
373 , 17.284, 588 , 361
424 , 17.0885, 630 , 403
576 , 15.8375, 672 , 445
639 , 15.8375, 737 , 500
717 , 15.6541, 777 , 540
1398 , 15.6541, 1008 , 750
1522 , 14.9665, 1113 , 834
1622 , 14.4467, 1155 , 875
2250 , 14.4467, 1280 , 1000
3292 , 14.4467, 1530 , 1250
3730 , 13.9695, 1617 , 1337
4461 , 13.466, 1702 , 1421
5673 , 13.466, 1781 , 1500
9272 , 13.466, 2031 , 1750
12314 , 13.466, 2281 , 2000
16064 , 13.466, 2531 , 2250
17726 , 13.1724, 2585 , 2304
29375 , 13.1724, 2784 , 2500
38155 , 13.1724, 3034 , 2750
43607 , 13.1724, 3288 , 3000
44114 , 12.8144, 3341 , 3053
44677 , 12.2309, 3384 , 3096
