0 , 24.345, 183 , 178
1 , 21.3296, 184 , 141
27 , 20.2915, 268 , 132
34 , 20.2742, 310 , 174
51 , 19.4173, 352 , 216
88 , 19.4173, 417 , 250
98 , 17.7157, 436 , 269
243 , 16.8557, 604 , 380
442 , 16.8557, 724 , 500
470 , 13.4006, 731 , 507
1554 , 13.4006, 742 , 500
2672 , 13.2849, 816 , 574
4596 , 13.2849, 992 , 750
7277 , 13.2783, 1047 , 805
11009 , 13.2783, 1242 , 1000
15137 , 13.2783, 1493 , 1250
16272 , 12.9533, 1551 , 1308
20162 , 12.9533, 1743 , 1500
27416 , 12.541, 1930 , 1687
28890 , 12.5149, 1972 , 1728
29548 , 12.5149, 1994 , 1750
40068 , 12.5149, 2250 , 2000
