0 , 24.345, 183 , 178
0 , 21.7044, 184 , 141
3 , 19.2445, 185 , 80
13 , 18.0659, 186 , 39
34 , 17.8169, 187 , 30
134 , 16.2414, 271 , 93
182 , 15.1747, 293 , 99
221 , 14.9214, 314 , 118
685 , 14.9214, 446 , 250
1344 , 14.8876, 588 , 392
1714 , 14.8876, 696 , 500
2101 , 14.2747, 798 , 602
2797 , 14.0911, 862 , 665
3907 , 14.0911, 947 , 750
5207 , 14.0911, 1197 , 1000
7195 , 14.0572, 1366 , 1169
7742 , 14.0572, 1447 , 1250
9039 , 14.0201, 1534 , 1337
9192 , 13.4779, 1597 , 1400
9950 , 12.8019, 1661 , 1461
11729 , 12.8019, 1701 , 1500
17805 , 12.8019, 1951 , 1750
21693 , 12.7263, 2019 , 1818
27640 , 12.7263, 2201 , 2000
34844 , 12.7263, 2451 , 2250
35851 , 12.665, 2503 , 2302
40175 , 12.665, 2701 , 2500
44566 , 12.0624, 2818 , 2617
