0 , 42.6036, 45 , 14 , 0
39 , 41.7974, 77 , 17 , 17
216 , 39.1939, 228 , 33 , 79
771 , 33.525, 690 , 69 , 214
925 , 32.1747, 1097 , 79 , 254
1184 , 30.6427, 1566 , 93 , 289
1898 , 29.0438, 3467 , 128 , 394
2156 , 25.1136, 4113 , 144 , 430
2751 , 21.9053, 7922 , 171 , 496
10708 , 21.2357, 121181 , 424 , 1319
11615 , 17.6965, 135482 , 451 , 1402
29435 , 16.6375, 866674 , 736 , 2391
33127 , 16.5423, 1021510 , 764 , 2518
39632 , 15.9025, 1326142 , 833 , 2758
61065 , 15.5251, 2425926 , 1025 , 3370
74983 , 11.8145, 3298754 , 1120 , 3687
