0 , 42.6036, 45 , 14 , 0
11 , 34.8795, 54 , 16 , 4
745 , 33.7573, 1510 , 73 , 214
902 , 32.6324, 1734 , 83 , 236
1508 , 32.6216, 2818 , 112 , 332
1528 , 32.5839, 2854 , 114 , 335
1605 , 30.7217, 2984 , 119 , 343
1644 , 29.4117, 3139 , 121 , 351
1831 , 28.7385, 4119 , 132 , 397
1975 , 24.1926, 4864 , 139 , 421
4248 , 22.4898, 27290 , 230 , 731
4715 , 21.1847, 35804 , 248 , 794
8072 , 19.5151, 95385 , 352 , 1105
8209 , 16.8179, 97956 , 354 , 1117
38851 , 16.6538, 1649934 , 766 , 2465
75962 , 15.9153, 3452152 , 1244 , 3950
112590 , 15.4155, 5383743 , 1569 , 4962
