0 , 42.6036, 45 , 14 , 0
23 , 39.0795, 61 , 16 , 16
42 , 33.6312, 68 , 18 , 23
1003 , 33.0653, 304 , 95 , 257
1315 , 32.0477, 357 , 114 , 307
1727 , 31.5469, 464 , 143 , 408
2309 , 30.285, 566 , 176 , 509
3506 , 29.7679, 780 , 238 , 718
4588 , 28.7973, 940 , 287 , 871
5623 , 26.5697, 1132 , 345 , 1051
6517 , 26.4621, 1211 , 371 , 1127
7507 , 25.4483, 1291 , 402 , 1196
8303 , 23.7758, 1399 , 434 , 1298
9323 , 20.5609, 1546 , 471 , 1429
11991 , 17.8988, 1950 , 563 , 1763
14410 , 16.3435, 2232 , 616 , 1949
17169 , 15.7921, 2635 , 660 , 2193
17734 , 15.5447, 2746 , 678 , 2253
61278 , 12.8171, 9236 , 1777 , 5601
90157 , 12.2883, 13405 , 2123 , 7123
