0 , 42.6036, 45 , 14 , 0
37 , 38.7343, 54 , 18 , 9
47 , 32.383, 55 , 19 , 10
137 , 31.4948, 75 , 28 , 30
278 , 27.2526, 114 , 42 , 69
344 , 25.6272, 132 , 49 , 87
393 , 22.0021, 145 , 53 , 100
605 , 15.7649, 191 , 69 , 146
1125 , 15.4193, 305 , 121 , 260
2505 , 13.2423, 577 , 252 , 532
2696 , 12.0977, 604 , 255 , 559
4316 , 11.8194, 829 , 362 , 784
6204 , 11.2454, 1085 , 510 , 1040
8157 , 10.9914, 1325 , 649 , 1280
8359 , 10.0851, 1346 , 658 , 1301
13853 , 9.53072, 1899 , 984 , 1854
18534 , 9.322, 2289 , 1203 , 2244
18784 , 8.99454, 2308 , 1215 , 2263
19006 , 8.97735, 2318 , 1217 , 2273
21232 , 8.78754, 2464 , 1309 , 2419
27174 , 8.75677, 2875 , 1548 , 2830
30140 , 8.63721, 3059 , 1669 , 3014
31803 , 7.54946, 3129 , 1712 , 3084
