0 , 42.6036, 45 , 14 , 0
209 , 35.9731, 228 , 33 , 71
1084 , 33.2941, 1515 , 90 , 281
1221 , 30.9206, 1628 , 94 , 292
2184 , 29.6946, 4261 , 137 , 433
2604 , 29.596, 6023 , 159 , 516
3052 , 28.8447, 7535 , 179 , 584
3359 , 28.1022, 8373 , 191 , 612
3407 , 26.7509, 8497 , 193 , 618
3860 , 24.2001, 11834 , 216 , 692
3965 , 21.2146, 12893 , 217 , 712
5709 , 20.611, 46204 , 257 , 881
7017 , 19.6212, 68850 , 290 , 981
8037 , 19.4449, 89788 , 310 , 1053
14400 , 18.6284, 276036 , 471 , 1567
26457 , 14.9177, 663686 , 716 , 2388
