0 , 24.345, 183 , 178 , 0
4 , 18.5812, 188 , 143 , 3
5 , 16.1663, 194 , 34 , 5
8 , 15.8391, 204 , 18 , 9
18 , 15.198, 239 , 36 , 27
23 , 13.7248, 255 , 43 , 35
61 , 13.1606, 403 , 82 , 77
72 , 13.0015, 437 , 93 , 88
152 , 12.899, 680 , 152 , 149
202 , 12.7352, 784 , 188 , 185
307 , 12.7352, 1009 , 250 , 247
308 , 12.7352, 1010 , 250 , 247
308 , 12.7352, 1011 , 250 , 247
314 , 12.4711, 1021 , 254 , 251
462 , 12.4497, 1270 , 327 , 324
555 , 12.0062, 1386 , 369 , 366
610 , 11.2903, 1455 , 391 , 388
939 , 11.2903, 1786 , 500 , 501
939 , 11.2903, 1787 , 500 , 501
940 , 11.2903, 1788 , 500 , 501
940 , 11.2903, 1789 , 500 , 501
940 , 11.2903, 1790 , 500 , 501
940 , 11.2903, 1791 , 500 , 501
940 , 11.2903, 1792 , 500 , 501
941 , 11.2903, 1793 , 500 , 501
941 , 11.2903, 1794 , 500 , 501
941 , 11.2903, 1795 , 500 , 501
941 , 11.2903, 1796 , 500 , 501
1837 , 11.2903, 2553 , 750 , 755
3077 , 11.2903, 3341 , 1000 , 1010
3077 , 11.2903, 3342 , 1000 , 1010
3077 , 11.2903, 3343 , 1000 , 1010
4356 , 10.9618, 3851 , 1169 , 1182
4878 , 10.9618, 4100 , 1250 , 1263
4878 , 10.9618, 4101 , 1250 , 1263
4879 , 10.9618, 4102 , 1250 , 1263
4879 , 10.9618, 4103 , 1250 , 1263
5079 , 10.9336, 4221 , 1280 , 1293
6589 , 10.9336, 4953 , 1500 , 1519
6589 , 10.9336, 4954 , 1500 , 1519
6589 , 10.9336, 4955 , 1500 , 1519
6590 , 10.9336, 4956 , 1500 , 1519
6590 , 10.9336, 4957 , 1500 , 1519
8537 , 10.9336, 5741 , 1750 , 1774
10918 , 10.9336, 6474 , 2000 , 2034
10919 , 10.9336, 6475 , 2000 , 2034
13486 , 10.9336, 7277 , 2250 , 2290
13486 , 10.9336, 7278 , 2250 , 2290
13486 , 10.9336, 7279 , 2250 , 2290
13487 , 10.9336, 7280 , 2250 , 2290
13487 , 10.9336, 7281 , 2250 , 2290
13487 , 10.9336, 7282 , 2250 , 2290
13487 , 10.9336, 7283 , 2250 , 2290
13487 , 10.9336, 7284 , 2250 , 2290
13488 , 10.9336, 7285 , 2250 , 2290
13488 , 10.9336, 7286 , 2250 , 2290
13488 , 10.9336, 7287 , 2250 , 2290
13488 , 10.9336, 7288 , 2250 , 2290
13488 , 10.9336, 7289 , 2250 , 2290
13489 , 10.9336, 7290 , 2250 , 2290
13489 , 10.9336, 7291 , 2250 , 2290
16277 , 10.9336, 8080 , 2500 , 2548
19340 , 10.9336, 8908 , 2750 , 2799
19340 , 10.9336, 8909 , 2750 , 2799
22632 , 10.9336, 9674 , 3000 , 3053
22632 , 10.9336, 9675 , 3000 , 3053
22632 , 10.9336, 9676 , 3000 , 3053
26243 , 10.9336, 10437 , 3250 , 3306
30268 , 10.9336, 11196 , 3500 , 3559
34355 , 10.9336, 12030 , 3750 , 3812
34356 , 10.9336, 12031 , 3750 , 3812
34356 , 10.9336, 12032 , 3750 , 3812
34356 , 10.9336, 12033 , 3750 , 3812
34357 , 10.9336, 12034 , 3750 , 3812
34357 , 10.9336, 12035 , 3750 , 3812
34357 , 10.9336, 12036 , 3750 , 3812
34357 , 10.9336, 12037 , 3750 , 3812
34357 , 10.9336, 12038 , 3750 , 3812
38680 , 10.9336, 12743 , 4000 , 4064
43588 , 10.9336, 13474 , 4250 , 4319
43588 , 10.9336, 13475 , 4250 , 4319
43588 , 10.9336, 13476 , 4250 , 4319
43589 , 10.9336, 13477 , 4250 , 4319
43589 , 10.9336, 13478 , 4250 , 4319
43590 , 10.9336, 13479 , 4250 , 4319
43590 , 10.9336, 13480 , 4250 , 4319
