0 , 30.8148, 44 , 22
3 , 21.3443, 137 , 38
6 , 19.8457, 189 , 45
7 , 18.4155, 261 , 50
42 , 16.9942, 1245 , 118
189 , 16.6581, 3290 , 257
214 , 15.7394, 3606 , 274
271 , 15.6517, 4182 , 309
519 , 15.241, 6163 , 424
928 , 14.947, 9570 , 565
1384 , 14.363, 12277 , 683
1944 , 14.2282, 15584 , 804
3035 , 14.1434, 21277 , 995
3509 , 13.5698, 23304 , 1065
7157 , 13.461, 42138 , 1497
30454 , 13.1025, 105361 , 2969
38773 , 12.9491, 126666 , 3328
43984 , 12.7423, 140516 , 3533
103201 , 11.5879, 264535 , 5277
