0 , 30.8148, 44 , 22
1 , 29.2623, 97 , 29
3 , 22.4287, 163 , 41
6 , 19.7493, 263 , 49
8 , 19.0855, 308 , 53
48 , 18.0792, 1634 , 131
178 , 17.7333, 3197 , 251
183 , 17.4119, 3217 , 254
287 , 17.2167, 4186 , 318
293 , 16.8283, 4237 , 321
471 , 15.591, 5280 , 403
876 , 14.9129, 7738 , 546
3485 , 14.5958, 19272 , 1062
6419 , 14.0856, 28358 , 1420
12276 , 13.4206, 44354 , 1933
61687 , 13.311, 142570 , 4147
66957 , 12.5052, 150987 , 4312
94389 , 12.1439, 215163 , 5072
174834 , 12.0814, 409235 , 6790
