0 , 4.03846, 1149 , 41 , 0
918 , 3.22901, 1719 , 235 , 570
1245 , 2.81082, 1862 , 276 , 713
1720 , 2.36161, 1930 , 313 , 781
5080 , 2.34359, 2933 , 716 , 1784
