0 , 24.345, 183 , 178
1 , 20.997, 184 , 179
3 , 16.1233, 185 , 180
4 , 14.2669, 186 , 181
9 , 14.1385, 187 , 182
13 , 13.5816, 190 , 185
68 , 13.5719, 221 , 216
70 , 12.5501, 222 , 217
313 , 12.4186, 296 , 290
554 , 12.3378, 336 , 330
672 , 12.1184, 357 , 351
1616 , 11.8622, 504 , 496
1718 , 11.6059, 531 , 513
1730 , 11.521, 534 , 516
3600 , 11.4355, 680 , 662
3959 , 11.2776, 707 , 687
14277 , 11.2412, 1315 , 1288
14607 , 11.2125, 1333 , 1306
20638 , 10.965, 1646 , 1616
21149 , 10.8035, 1672 , 1642
21220 , 10.6474, 1677 , 1647
69175 , 10.601, 2842 , 2773
