0 , 26.8547, 223 , 33 , 0
221 , 18.492, 3230 , 34 , 19
829 , 15.5885, 28198 , 24 , 28
1433 , 14.9224, 62423 , 15 , 32
6460 , 13.3906, 366047 , 24 , 48
7041 , 10.6166, 409869 , 22 , 50
