0 , 26.8547, 223 , 33 , 0
55 , 10.8408, 225 , 34 , 2
87 , 8.84915, 240 , 8 , 17
335 , 8.24794, 320 , 60 , 97
375 , 7.01888, 329 , 68 , 106
441 , 4.86097, 342 , 78 , 119
6088 , 4.73139, 721 , 418 , 498
6157 , 4.23721, 725 , 421 , 502
