0 , 11.1934, 184 , 162
72 , 10.6052, 595 , 165
285 , 9.56652, 3257 , 173
974 , 9.50069, 17563 , 195
4568 , 9.40041, 82284 , 282
23343 , 9.36189, 324290 , 537
