0 , 24.345, 183 , 178
0 , 21.0386, 184 , 141
0 , 20.0644, 186 , 63
1 , 19.355, 199 , 75
13 , 17.8539, 306 , 159
19 , 17.7043, 362 , 203
25 , 17.7043, 409 , 250
34 , 16.8931, 469 , 310
82 , 16.8931, 669 , 500
147 , 16.8931, 919 , 750
173 , 16.0195, 1003 , 834
233 , 16.0195, 1175 , 1000
337 , 16.0195, 1425 , 1250
452 , 15.7707, 1662 , 1487
459 , 15.7707, 1675 , 1500
602 , 15.7707, 1925 , 1750
663 , 14.1437, 2022 , 1847
767 , 14.1437, 2177 , 2000
964 , 14.1437, 2427 , 2250
1186 , 14.1437, 2677 , 2500
1420 , 14.1437, 2927 , 2750
1666 , 14.1437, 3177 , 3000
1935 , 14.1437, 3427 , 3250
2226 , 14.1437, 3677 , 3500
2536 , 14.1437, 3927 , 3750
2867 , 14.1437, 4177 , 4000
3219 , 14.1437, 4427 , 4250
3398 , 13.4907, 4548 , 4371
3591 , 13.4907, 4677 , 4500
3986 , 13.4907, 4927 , 4750
4393 , 13.4907, 5177 , 5000
4831 , 13.4907, 5427 , 5250
5282 , 13.4907, 5677 , 5500
5750 , 13.4907, 5927 , 5750
6244 , 13.4907, 6177 , 6000
6749 , 13.4907, 6427 , 6250
7267 , 13.4907, 6677 , 6500
7801 , 13.4907, 6927 , 6750
8354 , 13.4907, 7177 , 7000
8925 , 13.4907, 7427 , 7250
9521 , 13.4907, 7677 , 7500
10140 , 13.4907, 7927 , 7750
10775 , 13.4907, 8177 , 8000
11431 , 13.4907, 8427 , 8250
12109 , 13.4907, 8677 , 8500
12807 , 13.4907, 8927 , 8750
13530 , 13.4907, 9177 , 9000
14265 , 13.4907, 9427 , 9250
15019 , 13.4907, 9677 , 9500
15808 , 13.4907, 9927 , 9750
16616 , 13.4907, 10177 , 10000
17438 , 13.4907, 10427 , 10250
18289 , 13.4907, 10677 , 10500
19154 , 13.4907, 10927 , 10750
20027 , 13.4907, 11177 , 11000
20940 , 13.4907, 11427 , 11250
21871 , 13.4907, 11677 , 11500
22824 , 13.4907, 11927 , 11750
23800 , 13.4907, 12177 , 12000
24799 , 13.4907, 12427 , 12250
25790 , 13.4907, 12677 , 12500
26819 , 13.4907, 12927 , 12750
27853 , 13.4907, 13177 , 13000
28912 , 13.4907, 13427 , 13250
29990 , 13.4907, 13677 , 13500
31097 , 13.4907, 13927 , 13750
32208 , 13.4907, 14177 , 14000
33356 , 13.4907, 14427 , 14250
34532 , 13.4907, 14677 , 14500
35715 , 13.4907, 14927 , 14750
36919 , 13.4907, 15177 , 15000
38135 , 13.4907, 15427 , 15250
39361 , 13.4907, 15677 , 15500
40611 , 13.4907, 15927 , 15750
41872 , 13.4907, 16177 , 16000
43147 , 13.4907, 16427 , 16250
44454 , 13.4907, 16677 , 16500
