0 , 24.345, 183 , 178
1 , 23.6793, 184 , 141
1 , 20.6059, 185 , 142
1 , 20.1541, 187 , 57
1 , 17.3383, 192 , 62
10 , 15.2419, 203 , 37
15 , 15.0242, 208 , 32
15 , 13.8033, 210 , 34
16 , 13.3917, 211 , 33
53 , 12.5815, 231 , 53
54 , 12.0362, 239 , 58
54 , 11.8275, 240 , 59
54 , 10.9191, 241 , 60
2275 , 10.9191, 436 , 250
5923 , 10.9191, 687 , 500
9260 , 10.9191, 942 , 750
11876 , 10.7633, 1078 , 886
14170 , 10.7633, 1204 , 1000
19076 , 10.7633, 1473 , 1250
24121 , 10.7633, 1730 , 1500
28104 , 10.7633, 1982 , 1750
33728 , 10.7633, 2235 , 2000
34179 , 10.7624, 2276 , 2041
36847 , 10.7624, 2485 , 2250
40944 , 10.7624, 2738 , 2500
