0 , 24.345, 183 , 178
0 , 23.5378, 184 , 141
0 , 21.1472, 186 , 142
0 , 19.063, 191 , 67
0 , 17.8636, 195 , 40
1 , 17.6935, 202 , 38
1 , 13.103, 203 , 39
1 , 13.0489, 214 , 22
10 , 12.4577, 566 , 114
13 , 12.0957, 658 , 141
28 , 12.0957, 999 , 250
77 , 12.0957, 1844 , 500
117 , 11.0183, 2404 , 646
152 , 11.0183, 2782 , 750
243 , 11.0183, 3539 , 1000
292 , 10.5344, 3898 , 1111
357 , 10.5344, 4296 , 1250
358 , 10.5344, 4297 , 1250
358 , 10.5344, 4298 , 1250
358 , 10.5344, 4299 , 1250
358 , 10.5344, 4300 , 1250
494 , 10.5344, 5163 , 1500
494 , 10.5344, 5164 , 1500
494 , 10.5344, 5165 , 1500
494 , 10.5344, 5166 , 1500
494 , 10.5344, 5167 , 1500
648 , 10.5344, 5987 , 1750
648 , 10.5344, 5988 , 1750
648 , 10.5344, 5989 , 1750
648 , 10.5344, 5990 , 1750
648 , 10.5344, 5991 , 1750
648 , 10.5344, 5992 , 1750
648 , 10.5344, 5993 , 1750
648 , 10.5344, 5994 , 1750
648 , 10.5344, 5995 , 1750
648 , 10.5344, 5996 , 1750
648 , 10.5344, 5997 , 1750
821 , 10.5344, 6756 , 2000
821 , 10.5344, 6757 , 2000
1014 , 10.5344, 7556 , 2250
1014 , 10.5344, 7557 , 2250
1014 , 10.5344, 7558 , 2250
1014 , 10.5344, 7559 , 2250
1014 , 10.5344, 7560 , 2250
1014 , 10.5344, 7561 , 2250
1014 , 10.5344, 7562 , 2250
1014 , 10.5344, 7563 , 2250
1014 , 10.5344, 7564 , 2250
1014 , 10.5344, 7565 , 2250
1228 , 10.5344, 8402 , 2500
1228 , 10.5344, 8403 , 2500
1228 , 10.5344, 8404 , 2500
1228 , 10.5344, 8405 , 2500
1228 , 10.5344, 8406 , 2500
1228 , 10.5344, 8407 , 2500
1228 , 10.5344, 8408 , 2500
1464 , 10.5344, 9265 , 2750
1464 , 10.5344, 9266 , 2750
1464 , 10.5344, 9267 , 2750
1715 , 10.5344, 10064 , 3000
1715 , 10.5344, 10065 , 3000
1988 , 10.5344, 10917 , 3250
1988 , 10.5344, 10918 , 3250
1988 , 10.5344, 10919 , 3250
1988 , 10.5344, 10920 , 3250
2281 , 10.5344, 11810 , 3500
2281 , 10.5344, 11811 , 3500
2591 , 10.5344, 12628 , 3750
2591 , 10.5344, 12629 , 3750
2591 , 10.5344, 12630 , 3750
2919 , 10.5344, 13419 , 4000
2920 , 10.5344, 13420 , 4000
2920 , 10.5344, 13421 , 4000
2920 , 10.5344, 13422 , 4000
2920 , 10.5344, 13423 , 4000
2920 , 10.5344, 13424 , 4000
2920 , 10.5344, 13425 , 4000
2920 , 10.5344, 13426 , 4000
2920 , 10.5344, 13427 , 4000
2920 , 10.5344, 13428 , 4000
2920 , 10.5344, 13429 , 4000
2920 , 10.5344, 13430 , 4000
3268 , 10.5344, 14280 , 4250
3268 , 10.5344, 14281 , 4250
3638 , 10.5344, 15172 , 4500
3638 , 10.5344, 15173 , 4500
3638 , 10.5344, 15174 , 4500
3638 , 10.5344, 15175 , 4500
3638 , 10.5344, 15176 , 4500
3638 , 10.5344, 15177 , 4500
3638 , 10.5344, 15178 , 4500
3638 , 10.5344, 15179 , 4500
3638 , 10.5344, 15180 , 4500
4024 , 10.5344, 16031 , 4750
4024 , 10.5344, 16032 , 4750
4433 , 10.5344, 16858 , 5000
4433 , 10.5344, 16859 , 5000
4863 , 10.5344, 17678 , 5250
5308 , 10.5344, 18397 , 5500
5778 , 10.5344, 19217 , 5750
5778 , 10.5344, 19218 , 5750
5778 , 10.5344, 19219 , 5750
5778 , 10.5344, 19220 , 5750
5778 , 10.5344, 19221 , 5750
5778 , 10.5344, 19222 , 5750
6259 , 10.5344, 20010 , 6000
6761 , 10.5344, 20811 , 6250
6761 , 10.5344, 20812 , 6250
6761 , 10.5344, 20813 , 6250
6761 , 10.5344, 20814 , 6250
6761 , 10.5344, 20815 , 6250
6761 , 10.5344, 20816 , 6250
6761 , 10.5344, 20817 , 6250
6761 , 10.5344, 20818 , 6250
7285 , 10.5344, 21667 , 6500
7285 , 10.5344, 21668 , 6500
7285 , 10.5344, 21669 , 6500
7285 , 10.5344, 21670 , 6500
7285 , 10.5344, 21671 , 6500
7285 , 10.5344, 21672 , 6500
7285 , 10.5344, 21673 , 6500
7285 , 10.5344, 21674 , 6500
7285 , 10.5344, 21675 , 6500
7285 , 10.5344, 21676 , 6500
7830 , 10.5344, 22524 , 6750
8391 , 10.5344, 23287 , 7000
8391 , 10.5344, 23288 , 7000
8391 , 10.5344, 23289 , 7000
8391 , 10.5344, 23290 , 7000
8970 , 10.5344, 24075 , 7250
8970 , 10.5344, 24076 , 7250
9572 , 10.5344, 24963 , 7500
10194 , 10.5344, 25804 , 7750
10194 , 10.5344, 25805 , 7750
10194 , 10.5344, 25806 , 7750
10194 , 10.5344, 25807 , 7750
10837 , 10.5344, 26704 , 8000
10837 , 10.5344, 26705 , 8000
10837 , 10.5344, 26706 , 8000
10837 , 10.5344, 26707 , 8000
11500 , 10.5344, 27561 , 8250
11500 , 10.5344, 27562 , 8250
12179 , 10.5344, 28488 , 8500
12179 , 10.5344, 28489 , 8500
12179 , 10.5344, 28490 , 8500
12179 , 10.5344, 28491 , 8500
12877 , 10.5344, 29328 , 8750
12877 , 10.5344, 29329 , 8750
12877 , 10.5344, 29330 , 8750
12877 , 10.5344, 29331 , 8750
13596 , 10.5344, 30149 , 9000
13596 , 10.5344, 30150 , 9000
13596 , 10.5344, 30151 , 9000
14330 , 10.5344, 30992 , 9250
14330 , 10.5344, 30993 , 9250
14330 , 10.5344, 30994 , 9250
14330 , 10.5344, 30995 , 9250
14330 , 10.5344, 30996 , 9250
14330 , 10.5344, 30997 , 9250
14330 , 10.5344, 30998 , 9250
15081 , 10.5344, 31838 , 9500
15843 , 10.5344, 32660 , 9750
16639 , 10.5344, 33513 , 10000
17456 , 10.5344, 34376 , 10250
18293 , 10.5344, 35241 , 10500
18293 , 10.5344, 35242 , 10500
18293 , 10.5344, 35243 , 10500
18293 , 10.5344, 35244 , 10500
19145 , 10.5344, 36069 , 10750
20018 , 10.5344, 36909 , 11000
20018 , 10.5344, 36910 , 11000
20018 , 10.5344, 36911 , 11000
20908 , 10.5344, 37661 , 11250
20908 , 10.5344, 37662 , 11250
20908 , 10.5344, 37663 , 11250
20908 , 10.5344, 37664 , 11250
21821 , 10.5344, 38448 , 11500
21821 , 10.5344, 38449 , 11500
21821 , 10.5344, 38450 , 11500
22753 , 10.5344, 39229 , 11750
22753 , 10.5344, 39230 , 11750
23701 , 10.5344, 40039 , 12000
24669 , 10.5344, 40847 , 12250
24669 , 10.5344, 40848 , 12250
24669 , 10.5344, 40849 , 12250
24669 , 10.5344, 40850 , 12250
24669 , 10.5344, 40851 , 12250
24669 , 10.5344, 40852 , 12250
24669 , 10.5344, 40853 , 12250
24669 , 10.5344, 40854 , 12250
24669 , 10.5344, 40855 , 12250
24669 , 10.5344, 40856 , 12250
24669 , 10.5344, 40857 , 12250
25660 , 10.5344, 41683 , 12500
25660 , 10.5344, 41684 , 12500
25660 , 10.5344, 41685 , 12500
26671 , 10.5344, 42574 , 12750
26671 , 10.5344, 42575 , 12750
26671 , 10.5344, 42576 , 12750
26671 , 10.5344, 42577 , 12750
26671 , 10.5344, 42578 , 12750
27698 , 10.5344, 43352 , 13000
27698 , 10.5344, 43353 , 13000
28749 , 10.5344, 44244 , 13250
28749 , 10.5344, 44245 , 13250
28749 , 10.5344, 44246 , 13250
28749 , 10.5344, 44247 , 13250
28749 , 10.5344, 44248 , 13250
28749 , 10.5344, 44249 , 13250
29815 , 10.5344, 45122 , 13500
29815 , 10.5344, 45123 , 13500
29815 , 10.5344, 45124 , 13500
29815 , 10.5344, 45125 , 13500
29815 , 10.5344, 45126 , 13500
29815 , 10.5344, 45127 , 13500
29815 , 10.5344, 45128 , 13500
30897 , 10.5344, 45950 , 13750
30897 , 10.5344, 45951 , 13750
32001 , 10.5344, 46754 , 14000
32002 , 10.5344, 46755 , 14000
32002 , 10.5344, 46756 , 14000
32002 , 10.5344, 46757 , 14000
32002 , 10.5344, 46758 , 14000
32002 , 10.5344, 46759 , 14000
32002 , 10.5344, 46760 , 14000
32002 , 10.5344, 46761 , 14000
32002 , 10.5344, 46762 , 14000
32002 , 10.5344, 46763 , 14000
32002 , 10.5344, 46764 , 14000
33133 , 10.5344, 47619 , 14250
33133 , 10.5344, 47620 , 14250
33133 , 10.5344, 47621 , 14250
33133 , 10.5344, 47622 , 14250
34277 , 10.5344, 48401 , 14500
34277 , 10.5344, 48402 , 14500
34277 , 10.5344, 48403 , 14500
35440 , 10.5344, 49119 , 14750
36624 , 10.5344, 49914 , 15000
36624 , 10.5344, 49915 , 15000
37832 , 10.5344, 50779 , 15250
39052 , 10.5344, 51553 , 15500
39052 , 10.5344, 51554 , 15500
40300 , 10.5344, 52414 , 15750
40300 , 10.5344, 52415 , 15750
40300 , 10.5344, 52416 , 15750
40300 , 10.5344, 52417 , 15750
40300 , 10.5344, 52418 , 15750
41562 , 10.5344, 53258 , 16000
41562 , 10.5344, 53259 , 16000
41563 , 10.5344, 53260 , 16000
41563 , 10.5344, 53261 , 16000
42848 , 10.5344, 54109 , 16250
42848 , 10.5344, 54110 , 16250
42848 , 10.5344, 54111 , 16250
44148 , 10.5344, 54901 , 16500
44148 , 10.5344, 54902 , 16500
44148 , 10.5344, 54903 , 16500
44148 , 10.5344, 54904 , 16500
44148 , 10.5344, 54905 , 16500
44148 , 10.5344, 54906 , 16500
44148 , 10.5344, 54907 , 16500
44148 , 10.5344, 54908 , 16500
44148 , 10.5344, 54909 , 16500
44148 , 10.5344, 54910 , 16500
44148 , 10.5344, 54911 , 16500
44148 , 10.5344, 54912 , 16500
