0 , 16.5571, 91 , 6 , 0
104 , 13.8244, 262 , 27 , 56
317 , 10.9477, 603 , 71 , 150
366 , 10.8312, 616 , 76 , 157
376 , 9.21811, 641 , 79 , 165
3366 , 8.67407, 3333 , 524 , 1096
3502 , 8.53994, 3407 , 540 , 1126
3543 , 7.9406, 3425 , 544 , 1132
3910 , 7.55429, 3638 , 572 , 1188
4417 , 7.43547, 3844 , 615 , 1264
4822 , 7.20039, 4058 , 652 , 1336
5311 , 6.53393, 4354 , 698 , 1424
5700 , 6.32948, 4573 , 720 , 1488
11160 , 6.18466, 7051 , 1093 , 2145
18949 , 5.78109, 9728 , 1438 , 2755
95099 , 5.68285, 25068 , 3326 , 5807
97010 , 5.64351, 25466 , 3361 , 5867
101064 , 5.36947, 26028 , 3423 , 5962
