0 , 11.1934, 184 , 162
74 , 9.99407, 188 , 165
455 , 9.75375, 205 , 180
3146 , 9.73699, 303 , 259
3780 , 9.71256, 323 , 274
6432 , 9.69078, 387 , 329
17364 , 9.63915, 576 , 490
22699 , 9.44906, 650 , 549
33464 , 9.38265, 774 , 650
